date,ecole,type ecole,latitude,longitude,prevision,reel,effectif,taux_grevistes,nos,ind,greves_manquantes,menu,ferie,veille_ferie,retour_ferie,vacances,retour_vacances,veille_vacances,inc_grippe,inc_gastro,inc_varicelle,inc_covid,fete_musulmane,ramadan,fete_chretienne,fete_juive,jour,semaine,mois,annee_scolaire,repas_noel,gaspillage_volume,gaspillage_pourcentage,porc,viande,poisson,4_premiers_jours,4_derniers_jours,Entrée,Plat,Accompagnement,Fromage,Dessert,Entrée Food Type,Plat Food Type,Accompagnement Food Type,Fromage Food Type,Dessert Food Type,Entrée_Bio,Plat_Bio,Accompagnement_Bio,Fromage_Bio,Dessert_Bio,affluence_reelle,affluence_reelle_predite,gaspillage_predit,gaspillage_predit_pourcentage
06/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,40.0,168,-1.0,-1.0,-1.0,-1.0,"['Curry de légume','Riz','Emmental/Edam','Purée de pommes/Purée de pommes-ananas','Brioche/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,64.0,49.0,19.0,64.0,0.0,0.0,0.0,0.0,mardi,23,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Curry de légume','Riz','Emmental/Edam','Purée de pommes/Purée de pommes-ananas','Brioche/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,45.4125,5.412500000000001,11.918524635287644
08/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,39.0,168,-1.0,-1.0,-1.0,-1.0,"['Pastèque','Rôti de veau/pommes de terres persillées','Petit suisse/Formage blanc','Nectarine','Pain/Fromage/Jus de fruit']",0.0,0.0,0.0,0.0,0.0,0.0,64.0,49.0,19.0,64.0,0.0,0.0,0.0,0.0,jeudi,23,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Pastèque','Rôti de veau/pommes de terres persillées','Petit suisse/Formage blanc','Nectarine','Pain/Fromage/Jus de fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,44.67,5.670000000000002,12.693082605775691
09/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,48.0,168,-1.0,-1.0,-1.0,-1.0,"['Concombre ciboulette/Avocat','Filet de Hoki Meunière et citron','Purée de légumes','comté/St nectaire','Semoule au lait caramel/Riz au lit caramel','Croissant/Lait']",0.0,0.0,0.0,0.0,0.0,0.0,64.0,49.0,19.0,64.0,0.0,0.0,0.0,0.0,vendredi,23,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Concombre ciboulette/Avocat','Filet de Hoki Meunière et citron','Purée de légumes','comté/St nectaire','Semoule au lait caramel/Riz au lit caramel','Croissant/Lait']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,49.8625,1.8624999999999972,3.735271997994479
12/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,48.0,54.0,168,-1.0,-1.0,-1.0,-1.0,"['Salade composée/Carottes rapées','Poulet sauce barbecue','Haricots verts','Cantal/Gouda','Crème vanille/Crème chocolat','Céréales/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,17.0,55.0,0.0,0.0,0.0,0.0,lundi,24,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade composée/Carottes rapées','Poulet sauce barbecue','Haricots verts','Cantal/Gouda','Crème vanille/Crème chocolat','Céréales/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,53.38,-0.6199999999999974,-1.1614837017609543
13/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,48.0,54.0,168,-1.0,-1.0,-1.0,-1.0,"['Melon','Couscous de légumes aux fèves','Semoule','Bûche de chèvre/Coulommiers','Cubes de pores/Cubes de pêches','Biscuit/Petit suisse/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,17.0,55.0,0.0,0.0,0.0,0.0,mardi,24,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Melon','Couscous de légumes aux fèves','Semoule','Bûche de chèvre/Coulommiers','Cubes de pores/Cubes de pêches','Biscuit/Petit suisse/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,53.435,-0.5649999999999977,-1.0573594086273
15/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,48.0,64.0,168,-1.0,-1.0,-1.0,-1.0,"['Filet de cabilleaud sauce à la dieppoise','Pates aux petits légumes','Fromage blanc','Fraise','Pain/Fromage/Jus de fruits']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,17.0,55.0,0.0,0.0,0.0,0.0,jeudi,24,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Filet de cabilleaud sauce à la dieppoise','Pates aux petits légumes','Fromage blanc','Fraise','Pain/Fromage/Jus de fruits']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,60.7475,-3.2524999999999977,-5.3541297995802255
16/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,48.0,53.0,168,-1.0,-1.0,-1.0,-1.0,"['Tomates vinaigrettes/Iceberg ciselé','Escalope de volaille au jus','Gratin de courgette béchamel','Mozzarella cossette','Flan patissier','Pain de mie/Beurre/Confiture']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,17.0,55.0,0.0,0.0,0.0,0.0,vendredi,24,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Tomates vinaigrettes/Iceberg ciselé','Escalope de volaille au jus','Gratin de courgette béchamel','Mozzarella cossette','Flan patissier','Pain de mie/Beurre/Confiture']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.0,54.5775,1.5775000000000006,2.8903852320095287
19/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,58.0,168,-1.0,-1.0,-1.0,-1.0,"['Mâche vinaigrette/Céleri rémoulade','Brandade de morue','Camembert/Brie','Purée de pomme-Banane/Purée de pommes-fruits rouge','Pain/Fromage/Compote']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,17.0,55.0,0.0,0.0,0.0,0.0,lundi,25,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Mâche vinaigrette/Céleri rémoulade','Brandade de morue','Camembert/Brie','Purée de pomme-Banane/Purée de pommes-fruits rouge','Pain/Fromage/Compote']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,59.3425,1.3425000000000011,2.262290938197752
20/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,64.0,168,-1.0,-1.0,-1.0,-1.0,"['Salade de concombre à la crème/Coeur de laitue','Légumes cuisinés à la chinoise','Riz','Mimolette','Nectarine','Pain d'épices/Beurre/Petit suisse']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,17.0,55.0,0.0,0.0,0.0,0.0,mardi,25,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade de concombre à la crème/Coeur de laitue','Légumes cuisinés à la chinoise','Riz','Mimolette','Nectarine','Pain d'épices/Beurre/Petit suisse']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,62.35,-1.6499999999999986,-2.6463512429831573
22/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,66.0,168,-1.0,-1.0,-1.0,-1.0,"['Salade de pommes de terre/Salade de crozet','Mijoté de boeuf aux carottes/Poêlée 4 saisons','Kiri/Babybel','Melon','Biscuit/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,17.0,55.0,0.0,0.0,0.0,0.0,jeudi,25,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade de pommes de terre/Salade de crozet','Mijoté de boeuf aux carottes/Poêlée 4 saisons','Kiri/Babybel','Melon','Biscuit/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.0,62.8575,-3.1424999999999983,-4.999403412480608
23/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,80.0,168,-1.0,-1.0,-1.0,-1.0,"['Poulet rôti au thym','Pommes rissolées','Petit suisse/Yaourt nature bio','Fraises','Pain/Fromage/Jus de fruits']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,17.0,55.0,0.0,0.0,0.0,0.0,vendredi,25,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Poulet rôti au thym','Pommes rissolées','Petit suisse/Yaourt nature bio','Fraises','Pain/Fromage/Jus de fruits']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,70.2475,-9.752499999999998,-13.883056336524428
26/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,66.0,49.0,168,-1.0,-1.0,-1.0,-1.0,"['Pastèque/melon','Rôti de veau sauce au miel','Beignet de salsifis','Comté/St nectaire','Semoule au lait/Riz au lait','Céréales/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,14.0,50.0,0.0,0.0,0.0,0.0,lundi,26,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Pastèque/melon','Rôti de veau sauce au miel','Beignet de salsifis','Comté/St nectaire','Semoule au lait/Riz au lait','Céréales/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.0,50.7175,1.7175000000000011,3.3864050870015303
27/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,66.0,52.0,168,-1.0,-1.0,-1.0,-1.0,"['menu de fin d'année','Pain/Fromage/Compote']",0.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,14.0,50.0,0.0,0.0,0.0,0.0,mardi,26,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['menu de fin d'année','Pain/Fromage/Compote']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.0,54.015,2.0150000000000006,3.730445246690735
29/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,66.0,44.0,168,-1.0,-1.0,-1.0,-1.0,"['Carottes rapée vinaigrette au miel','Saumon safrané','Gratin de courgettes et pommes de terres','Petit suisse/Yaourt nature','Abricot','Madeleine/Lait Chocolat/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,14.0,50.0,0.0,0.0,0.0,0.0,jeudi,26,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Carottes rapée vinaigrette au miel','Saumon safrané','Gratin de courgettes et pommes de terres','Petit suisse/Yaourt nature','Abricot','Madeleine/Lait Chocolat/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.0,49.2425,5.2425,10.64629131339798
30/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,66.0,55.0,168,-1.0,-1.0,-1.0,-1.0,"['Omelette sauce tomate','Semoule','St Paulin/Tome','Pëche','Pain/Beurre/Confiture']",0.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,14.0,50.0,0.0,0.0,0.0,0.0,vendredi,26,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Omelette sauce tomate','Semoule','St Paulin/Tome','Pëche','Pain/Beurre/Confiture']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.0,54.94,-0.060000000000002274,-0.10921004732435799
08/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,63.0,51.0,177,-1.0,-1.0,-1.0,-1.0,"['Salade Iceberg','Poulet rôti','Petits pois','Mimolette'','Semoule au lait caramel']",0.0,0.0,0.0,0.0,0.0,0.0,67.0,55.0,5.0,67.0,0.0,0.0,0.0,0.0,vendredi,36,Septembre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,1.0,0.0,"['Salade Iceberg','Poulet rôti','Petits pois','Mimolette'','Semoule au lait caramel']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,52.6825,1.6824999999999974,3.1936601338205235
11/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,51.0,54.0,177,-1.0,-1.0,-1.0,-1.0,"['Carottes râpées','Saucisse de volaille Lentilles','Gouda / Cantal AOP','Arlequin de fruits','Croissant/Jus de fruit']",0.0,0.0,0.0,0.0,0.0,0.0,77.0,56.0,2.0,77.0,0.0,0.0,0.0,0.0,lundi,37,Septembre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Carottes râpées','Saucisse de volaille Lentilles','Gouda / Cantal AOP','Arlequin de fruits','Croissant/Jus de fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,54.1825,0.18249999999999744,0.3368246204955428
12/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,51.0,53.0,177,-1.0,-1.0,-1.0,-1.0,"['Salade grecque','Curry de légumes aux pois chiches','Boulgour','Petit suisse Prune','Céréales - Lait - Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,77.0,56.0,2.0,77.0,0.0,0.0,0.0,0.0,mardi,37,Septembre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade grecque','Curry de légumes aux pois chiches','Boulgour','Petit suisse Prune','Céréales - Lait - Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.0,53.585,0.5850000000000009,1.0917234300643852
14/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,51.0,46.0,177,-1.0,-1.0,-1.0,-1.0,"['Filet de poulet marengo','Pomme de terre persillées','Yaourt aromatisé','Raisin','Pain/Fromage/Purée de fruit']",0.0,0.0,0.0,0.0,0.0,0.0,77.0,56.0,2.0,77.0,0.0,0.0,0.0,0.0,jeudi,37,Septembre,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Filet de poulet marengo','Pomme de terre persillées','Yaourt aromatisé','Raisin','Pain/Fromage/Purée de fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,49.1,3.1000000000000014,6.313645621181266
15/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,51.0,58.0,177,-1.0,-1.0,-1.0,-1.0,"['Concombre basilic','Médaillon de merlu sauce provençale','Duo de carottes rondelles','St Paulin','Eclair au chocolat / Eclair à la vanille','Biscuit/Fromage blanc/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,77.0,56.0,2.0,77.0,0.0,0.0,0.0,0.0,vendredi,37,Septembre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Concombre basilic','Médaillon de merlu sauce provençale','Duo de carottes rondelles','St Paulin','Eclair au chocolat / Eclair à la vanille','Biscuit/Fromage blanc/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,47.2375,-10.762500000000003,-22.783805239481353
18/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,58.0,56.0,177,-1.0,-1.0,-1.0,-1.0,"['Sardine au citron','Pilon de poulet rôti','Pommes sautées','Edam Poire / Prune','Gaufre/jus de fruit']",0.0,0.0,0.0,0.0,0.0,0.0,94.0,57.0,1.0,94.0,0.0,0.0,0.0,0.0,lundi,38,Septembre,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Sardine au citron','Pilon de poulet rôti','Pommes sautées','Edam Poire / Prune','Gaufre/jus de fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,56.5025,0.5024999999999977,0.8893411795938192
19/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,58.0,58.0,177,-1.0,-1.0,-1.0,-1.0,"['Cœur de laitue','Couscous végétarien aux fèves et abricots sec','Semoule à l’huile d’olive','Brie','Purée P/ cassis','Purée P/ananas','Pain au lait/barre de chocolat/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,94.0,57.0,1.0,94.0,0.0,0.0,0.0,0.0,mardi,38,Septembre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Cœur de laitue','Couscous végétarien aux fèves et abricots sec','Semoule à l’huile d’olive','Brie','Purée P/ cassis','Purée P/ananas','Pain au lait/barre de chocolat/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,57.0025,-0.9975000000000023,-1.7499232489803118
21/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,58.0,46.0,177,-1.0,-1.0,-1.0,-1.0,"['Saumon vapeur','Purée de légumes','Yaourt nature / Fromage blanc','Raisin/Pain/Fromage/Purée de fruit']",0.0,0.0,0.0,0.0,0.0,0.0,94.0,57.0,1.0,94.0,0.0,0.0,0.0,0.0,jeudi,38,Septembre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Saumon vapeur','Purée de légumes','Yaourt nature / Fromage blanc','Raisin/Pain/Fromage/Purée de fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,48.605,2.604999999999997,5.35953091245756
22/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,58.0,60.0,177,-1.0,-1.0,-1.0,-1.0,"['Sardine au citron','Pilon de poulet rôti','Pommes sautées','Edam Poire / Prune','Gaufre/jus de fruit']
",0.0,0.0,0.0,0.0,0.0,0.0,94.0,57.0,1.0,94.0,0.0,0.0,0.0,0.0,vendredi,38,Septembre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Sardine au citron','Pilon de poulet rôti','Pommes sautées','Edam Poire / Prune','Gaufre/jus de fruit']
",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,58.0475,-1.9525000000000006,-3.363624617769931
25/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,53.0,177,-1.0,-1.0,-1.0,-1.0,"['Melon','Filet de Cabillaud à l’italienne','Beignet de salsifis','Petit Louis','Cube de pêche','Pain au lait/barre de chocolat/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,113.0,61.0,1.0,113.0,0.0,0.0,0.0,1.0,lundi,39,Septembre,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Melon','Filet de Cabillaud à l’italienne','Beignet de salsifis','Petit Louis','Cube de pêche','Pain au lait/barre de chocolat/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.0,54.495,1.4949999999999974,2.7433709514634326
26/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,57.0,177,-1.0,-1.0,-1.0,-1.0,"Tomates à la vinaigrette
Bœuf Bourguignon
Printanière de légumes
/
Flan parisien",0.0,0.0,0.0,0.0,0.0,0.0,113.0,61.0,1.0,113.0,0.0,0.0,0.0,0.0,mardi,39,Septembre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"Tomates à la vinaigrette
Bœuf Bourguignon
Printanière de légumes
/
Flan parisien",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.0,54.9,-2.1000000000000014,-3.825136612021861
28/09/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,59.0,177,-1.0,-1.0,-1.0,-1.0,"['Betterave vinaigrette','Colombo de volailles','Pomme de terre persillées','Petit Suisse','Raisin','Pain/Beurre/Confiture']",0.0,0.0,0.0,0.0,0.0,0.0,113.0,61.0,1.0,113.0,0.0,0.0,0.0,0.0,jeudi,39,Septembre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Betterave vinaigrette','Colombo de volailles','Pomme de terre persillées','Petit Suisse','Raisin','Pain/Beurre/Confiture']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.0,58.395,-0.6049999999999969,-1.0360476068156468
02/10/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,59.0,58.0,177,-1.0,-1.0,-1.0,-1.0,"['Carbonnade de veau à la flammande','Gratin de pommes de terre et blettes','Petit suisse','Poire williams','Pain/Fromage/Jus de fruit']",0.0,0.0,0.0,0.0,0.0,0.0,137.0,71.0,2.0,137.0,0.0,0.0,0.0,1.0,lundi,40,Octobre,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Carbonnade de veau à la flammande','Gratin de pommes de terre et blettes','Petit suisse','Poire williams','Pain/Fromage/Jus de fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,57.81,-0.18999999999999773,-0.3286628610966921
03/10/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,59.0,57.0,177,-1.0,-1.0,-1.0,-1.0,"['Lentilles à la grecque','Filet de lieu sauce basilic','Cantal AOP','Banane','Pain/Beurre/Confiture']",0.0,0.0,0.0,0.0,0.0,0.0,137.0,71.0,2.0,137.0,0.0,0.0,0.0,1.0,mardi,40,Octobre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Lentilles à la grecque','Filet de lieu sauce basilic','Cantal AOP','Banane','Pain/Beurre/Confiture']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.0,57.1625,0.16250000000000142,0.28427727968511074
05/10/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,59.0,54.0,177,-1.0,-1.0,-1.0,-1.0,"['Feuille de chêne blonde','Légumes cuisinés à l'asiatique','Brie','Purée pommes-Litchis','Céréales/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,137.0,71.0,2.0,137.0,0.0,0.0,0.0,1.0,jeudi,40,Octobre,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Feuille de chêne blonde','Légumes cuisinés à l'asiatique','Brie','Purée pommes-Litchis','Céréales/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,55.0025,1.0024999999999977,1.8226444252533935
